STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,nearfd,triangle_census_total_population,triangle_census_total_households,triangle_census_seniors_65plus,triangle_census_race_white_alone,triangle_census_race_black_african_american_alone,triangle_census_race_asian_alone,triangle_census_race_other,triangle_census_zero_vehicle_households,triangle_census_households_income_less_than_35k,triangle_census_hispanic
"37","183","052406","2","371830524062",Block Group 2,G5030,S,"1341792","0","+35.7839192","-078.7321681","1","2585","955","154","1173","546","216","650","101","344","743"
"37","183","053513","2","371830535132",Block Group 2,G5030,S,"1385432","0","+35.7964030","-078.7890610","1","2536","844","256","1804","278","143","311","49","194","922"
"37","183","053524","2","371830535242",Block Group 2,G5030,S,"1616914","0","+35.7895898","-078.7977376","1","2308","985","193","1776","64","417","51","12","101","163"
"37","183","053723","2","371830537232",Block Group 2,G5030,S,"1230115","32761","+35.8872077","-078.6525560","1","1567","791","497","1230","134","27","176","17","117","141"
"37","183","053707","1","371830537071",Block Group 1,G5030,S,"2023967","137949","+35.8776954","-078.6707163","1","2042","933","843","1939","0","73","30","56","145","31"
"37","183","052301","2","371830523012",Block Group 2,G5030,S,"757030","0","+35.7631045","-078.6997754","0","2423","1071","0","1117","968","338","0","14","521","12"
"37","183","053008","3","371830530083",Block Group 3,G5030,S,"5103389","714802","+35.7018892","-078.7026792","0","1356","575","250","1104","124","90","38","0","64","101"
"37","183","052406","1","371830524061",Block Group 1,G5030,S,"970570","25536","+35.7766536","-078.7260279","1","1895","737","36","1113","177","133","472","16","213","643"
"37","183","054301","3","371830543013",Block Group 3,G5030,S,"22390064","33264","+35.8659331","-078.3394274","1","2785","1016","368","1829","690","2","264","20","189","455"
"37","183","053714","2","371830537142",Block Group 2,G5030,S,"1848859","0","+35.8670379","-078.6879058","1","1859","872","418","1349","348","53","109","56","194","117"
"37","183","054115","3","371830541153",Block Group 3,G5030,S,"2721714","0","+35.7829185","-078.4976326","1","3358","1201","286","1432","1640","114","172","72","205","153"
"37","183","054205","1","371830542051",Block Group 1,G5030,S,"2156245","0","+35.9736308","-078.5047612","1","2472","968","556","1396","933","4","139","98","422","188"
"37","183","054203","1","371830542031",Block Group 1,G5030,S,"12282710","64338","+35.9998278","-078.5412569","1","3561","1238","623","3260","97","79","125","30","89","315"
"37","183","054210","3","371830542103",Block Group 3,G5030,S,"12434680","95626","+35.9215971","-078.4840684","1","4486","1561","475","3407","672","64","343","112","249","323"
"37","183","054403","1","371830544031",Block Group 1,G5030,S,"9832381","0","+35.8354610","-078.3856955","0","1292","400","153","738","518","0","36","0","112","137"
"37","183","054302","3","371830543023",Block Group 3,G5030,S,"4527339","0","+35.8279271","-078.3345455","1","3229","1003","685","1208","1601","38","382","0","241","82"
"37","183","054301","4","371830543014",Block Group 4,G5030,S,"16486439","160078","+35.8618041","-078.3062811","1","1520","571","187","1066","349","12","93","0","53","107"
"37","183","053713","1","371830537131",Block Group 1,G5030,S,"787952","202357","+35.8789783","-078.6954477","1","1722","982","123","1207","244","32","239","18","210","189"
"37","183","052101","1","371830521011",Block Group 1,G5030,S,"3565582","11906","+35.7345649","-078.6218239","1","5278","1642","519","1649","3138","101","390","0","498","1166"
"37","183","053709","3","371830537093",Block Group 3,G5030,S,"4128873","60522","+35.8719588","-078.7381653","1","3271","1455","326","2061","883","122","205","16","282","153"
"37","183","052504","3","371830525043",Block Group 3,G5030,S,"2585947","35245","+35.8317498","-078.6901723","1","3352","1698","766","2901","288","94","69","177","472","120"
"37","183","054105","1","371830541051",Block Group 1,G5030,S,"2224786","0","+35.8010215","-078.5476740","1","2256","937","411","1155","1022","79","0","0","108","111"
"37","183","053711","2","371830537112",Block Group 2,G5030,S,"1901288","0","+35.8923786","-078.7089271","1","1371","498","255","1298","0","73","0","14","34","0"
"37","183","053516","1","371830535161",Block Group 1,G5030,S,"1319396","0","+35.7707387","-078.7468185","1","2619","975","150","1681","602","122","214","13","130","619"
"37","183","053519","3","371830535193",Block Group 3,G5030,S,"559697","0","+35.7680205","-078.7866582","1","1237","430","0","386","355","118","378","51","198","339"
"37","183","052407","2","371830524072",Block Group 2,G5030,S,"1350080","24403","+35.7822891","-078.7177835","1","2023","922","157","1105","657","169","92","53","182","215"
"37","183","053726","1","371830537261",Block Group 1,G5030,S,"1093408","23276","+35.8655346","-078.7029196","1","2047","925","155","1019","694","28","306","0","232","379"
"37","183","054114","2","371830541142",Block Group 2,G5030,S,"8404853","0","+35.7654309","-078.5184002","1","3193","1116","186","1496","1011","84","602","0","196","952"
"37","183","054114","1","371830541141",Block Group 1,G5030,S,"4158689","0","+35.7859019","-078.5270167","1","3078","1184","434","1892","1048","87","51","11","117","236"
"37","183","053604","1","371830536041",Block Group 1,G5030,S,"1387198","3197","+35.7971832","-078.8530779","1","1979","630","123","880","125","956","18","0","0","28"
"37","183","053520","3","371830535203",Block Group 3,G5030,S,"706079","0","+35.7980678","-078.7693193","1","2007","633","93","955","551","265","236","68","202","417"
"37","183","052507","1","371830525071",Block Group 1,G5030,S,"993855","0","+35.8474775","-078.6960546","1","952","420","142","696","252","0","4","40","132","43"
"37","183","053413","1","371830534131",Block Group 1,G5030,S,"9986113","0","+35.7156617","-078.9043984","1","6755","2116","422","5457","307","840","151","0","198","303"
"37","183","053421","1","371830534211",Block Group 1,G5030,S,"6946568","0","+35.6893534","-078.7940717","1","5737","1900","669","4465","540","542","190","20","121","376"
"37","183","053412","1","371830534121",Block Group 1,G5030,S,"7524482","31953","+35.7367655","-078.9238840","1","3925","1387","156","3571","2","260","92","15","136","242"
"37","183","053608","1","371830536081",Block Group 1,G5030,S,"6208869","0","+35.8545012","-078.8543914","1","6477","2271","377","2290","973","2851","363","11","206","237"
"37","183","053108","2","371830531082",Block Group 2,G5030,S,"18213894","212689","+35.5694713","-078.7606492","1","5943","1998","894","4693","605","129","516","12","232","345"
"37","183","053720","1","371830537201",Block Group 1,G5030,S,"2791184","0","+35.9406386","-078.7095766","0","960","318","112","874","13","27","46","12","13","18"
"37","183","052807","1","371830528071",Block Group 1,G5030,S,"23086124","0","+35.7040855","-078.5091572","1","2297","724","224","880","1358","0","59","0","46","230"
"37","183","053110","2","371830531102",Block Group 2,G5030,S,"8115918","11096","+35.6192532","-078.7080411","1","1933","626","130","1747","186","0","0","28","110","534"
"37","183","053009","4","371830530094",Block Group 4,G5030,S,"5306887","0","+35.6864198","-078.6888315","1","1015","444","353","987","0","0","28","0","0","398"
"37","183","053203","1","371830532031",Block Group 1,G5030,S,"4467772","19014","+35.6717256","-078.8174506","1","5685","1788","462","4036","738","301","610","19","110","170"
"37","183","053409","2","371830534092",Block Group 2,G5030,S,"1762973","0","+35.7711468","-078.8678289","1","2640","903","112","1971","206","415","48","0","30","23"
"37","183","053408","1","371830534081",Block Group 1,G5030,S,"1828728","1191","+35.7804298","-078.8548019","1","2704","926","144","1581","34","1057","32","0","77","5"
"37","183","053412","3","371830534123",Block Group 3,G5030,S,"7139403","0","+35.7712759","-078.8872776","1","2528","725","194","1176","106","1192","54","27","21","290"
"37","183","053808","4","371830538084",Block Group 4,G5030,S,"4202529","0","+35.9079836","-078.6099585","1","690","246","154","617","43","30","0","10","35","43"
"37","183","053605","1","371830536051",Block Group 1,G5030,S,"1784602","0","+35.8023518","-078.8438336","1","2524","989","326","1944","59","361","160","25","133","143"
"37","183","053521","2","371830535212",Block Group 2,G5030,S,"4696465","35634","+35.8157620","-078.7633443","1","1479","564","271","1267","65","118","29","0","110","1"
"37","183","053519","1","371830535191",Block Group 1,G5030,S,"859434","73795","+35.7575765","-078.7962878","1","1133","605","288","912","73","84","64","0","75","38"
"37","183","053606","2","371830536062",Block Group 2,G5030,S,"1439308","0","+35.8019096","-078.8352331","1","803","306","178","602","21","57","123","0","46","169"
"37","183","053711","1","371830537111",Block Group 1,G5030,S,"2599536","0","+35.9020465","-078.7142386","1","1977","724","227","1570","236","171","0","16","16","159"
"37","183","053601","3","371830536013",Block Group 3,G5030,S,"3999716","0","+35.8319248","-078.8902506","1","4381","1434","210","1978","960","1244","199","14","87","565"
"37","183","053718","1","371830537181",Block Group 1,G5030,S,"2926529","0","+35.9145905","-078.7449657","1","3628","1214","321","2898","387","140","203","9","73","154"
"37","183","054108","1","371830541081",Block Group 1,G5030,S,"3723357","0","+35.7581164","-078.4611865","0","1988","723","186","746","1089","100","53","0","197","226"
"37","183","053108","1","371830531081",Block Group 1,G5030,S,"16365985","53269","+35.5418073","-078.7159892","0","2607","879","156","2327","207","0","73","11","255","368"
"37","183","054207","1","371830542071",Block Group 1,G5030,S,"8611097","42365","+35.9571435","-078.5563778","1","9565","3586","1319","7305","1250","481","529","53","308","680"
"37","183","980100","1","371839801001",Block Group 1,G5030,S,"18748631","393416","+35.8701781","-078.7830871","1","0","0","0","0","0","0","0","0","0","0"
"37","183","053715","1","371830537151",Block Group 1,G5030,S,"1502354","91486","+35.8656518","-078.6634149","1","1587","714","255","1227","231","35","94","0","178","236"
"37","183","053715","2","371830537152",Block Group 2,G5030,S,"1786610","15781","+35.8682142","-078.6757504","1","1896","736","394","1766","79","39","12","7","48","15"
"37","183","050100","1","371830501001",Block Group 1,G5030,S,"2144498","0","+35.7806867","-078.6392921","1","4251","2041","273","2986","1016","92","157","213","293","331"
"37","183","053109","2","371830531092",Block Group 2,G5030,S,"15494380","212280","+35.5784238","-078.7137778","0","1672","660","241","1403","223","17","29","57","257","512"
"37","183","053804","1","371830538041",Block Group 1,G5030,S,"28858558","3214232","+35.9800072","-078.6646304","0","3402","1175","455","2945","274","133","50","7","88","82"
"37","183","054110","3","371830541103",Block Group 3,G5030,S,"9284571","42226","+35.8655680","-078.4919030","1","3681","1168","316","1926","703","61","991","0","121","1255"
"37","183","054018","1","371830540181",Block Group 1,G5030,S,"4099838","0","+35.8562293","-078.5905679","1","1130","489","70","254","696","108","72","72","168","107"
"37","183","052406","3","371830524063",Block Group 3,G5030,S,"1562882","2097","+35.7774218","-078.7396779","1","3027","1506","161","1708","931","216","172","15","248","302"
"37","183","053516","2","371830535162",Block Group 2,G5030,S,"1315425","0","+35.7725336","-078.7566558","1","829","370","291","633","84","55","57","39","54","18"
"37","183","052506","2","371830525062",Block Group 2,G5030,S,"1091345","0","+35.8557590","-078.6964384","1","995","518","106","762","195","22","16","6","114","142"
"37","183","053722","4","371830537224",Block Group 4,G5030,S,"523902","22325","+35.8894951","-078.6646964","1","754","390","67","688","13","0","53","0","11","52"
"37","183","053722","3","371830537223",Block Group 3,G5030,S,"815117","0","+35.8994743","-078.6704646","1","886","438","459","886","0","0","0","0","41","0"
"37","183","054014","2","371830540142",Block Group 2,G5030,S,"818413","0","+35.8854506","-078.5563234","1","1551","444","156","157","561","461","372","0","57","385"
"37","183","054105","3","371830541053",Block Group 3,G5030,S,"2142094","99963","+35.8138195","-078.5361338","1","3643","1604","342","1637","1454","22","530","0","168","661"
"37","183","054004","2","371830540042",Block Group 2,G5030,S,"865681","0","+35.8589135","-078.6124148","1","1210","533","140","703","369","60","78","12","178","74"
"37","183","054004","3","371830540043",Block Group 3,G5030,S,"618181","0","+35.8575646","-078.6043195","1","1373","658","172","779","474","0","120","0","127","99"
"37","183","054001","2","371830540012",Block Group 2,G5030,S,"1222000","16707","+35.8551654","-078.6217783","1","1441","813","377","1211","227","0","3","63","305","0"
"37","183","054205","2","371830542052",Block Group 2,G5030,S,"5367030","153734","+35.9835528","-078.4894537","1","3292","1245","334","2392","721","48","131","23","326","123"
"37","183","054301","1","371830543011",Block Group 1,G5030,S,"29674159","80250","+35.8704052","-078.3935021","0","765","362","173","330","298","0","137","0","83","80"
"37","183","054302","5","371830543025",Block Group 5,G5030,S,"13564475","106866","+35.8138619","-078.2797890","1","1101","334","38","1012","18","3","68","0","109","413"
"37","183","054402","1","371830544021",Block Group 1,G5030,S,"7116920","64069","+35.7775255","-078.3513258","1","1106","402","159","583","172","0","351","0","105","433"
"37","183","050900","3","371830509003",Block Group 3,G5030,S,"418983","0","+35.7682765","-078.6322330","1","596","243","84","60","514","0","22","109","155","22"
"37","183","051400","4","371830514004",Block Group 4,G5030,S,"505711","0","+35.7910167","-078.6804078","1","882","368","95","794","12","13","63","19","194","0"
"37","183","053509","3","371830535093",Block Group 3,G5030,S,"1564625","167435","+35.7544667","-078.8184760","1","1960","666","206","1624","111","188","37","14","64","75"
"37","183","054109","2","371830541092",Block Group 2,G5030,S,"15139195","38345","+35.7415373","-078.4997074","1","1640","593","202","1217","349","7","67","35","162","350"
"37","135","010701","1","371350107011",Block Group 1,G5030,S,"20477897","191171","+35.9202171","-079.1185866","1","2274","802","450","1556","540","16","162","5","162","217"
"37","135","010704","1","371350107041",Block Group 1,G5030,S,"1164376","238447","+35.8993605","-079.0881846","1","1845","961","122","1324","13","317","191","45","286","68"
"37","135","010801","2","371350108012",Block Group 2,G5030,S,"73527756","1035158","+36.1598135","-079.1909734","0","3448","1310","583","2494","692","6","256","28","288","178"
"37","135","011000","3","371350110003",Block Group 3,G5030,S,"1851370","20227","+36.0792554","-079.1049084","1","1135","464","190","805","171","75","84","0","25","0"
"37","183","052401","1","371830524011",Block Group 1,G5030,S,"11092640","4582","+35.8044905","-078.7263503","1","4812","2414","415","3689","709","195","219","24","497","175"
"37","183","052505","1","371830525051",Block Group 1,G5030,S,"1925351","0","+35.8474073","-078.6680729","1","3036","1350","385","2612","119","189","116","75","257","125"
"37","183","052706","3","371830527063",Block Group 3,G5030,S,"2364911","49909","+35.8006767","-078.5870214","1","1275","419","325","597","604","43","31","37","72","14"
"37","183","054106","1","371830541061",Block Group 1,G5030,S,"5056652","30061","+35.7898554","-078.5669421","1","1477","599","144","1019","232","12","214","47","278","711"
"37","183","052803","3","371830528033",Block Group 3,G5030,S,"5625968","12751","+35.7344249","-078.5946422","1","7468","2049","405","925","5684","69","790","159","391","1145"
"37","183","053009","1","371830530091",Block Group 1,G5030,S,"10561094","42923","+35.7292538","-078.6712037","1","2172","713","254","746","938","74","414","77","322","1032"
"37","183","053711","3","371830537113",Block Group 3,G5030,S,"903756","0","+35.8797151","-078.7031104","1","1627","743","206","1251","360","16","0","0","121","24"
"37","183","053725","1","371830537251",Block Group 1,G5030,S,"1876106","0","+35.8788790","-078.7129350","1","2562","1155","208","2305","85","57","115","0","149","18"
"37","183","053725","2","371830537252",Block Group 2,G5030,S,"2330375","0","+35.8852225","-078.7220187","1","2432","991","206","1858","240","109","225","14","111","113"
"37","183","054106","3","371830541063",Block Group 3,G5030,S,"2785157","98953","+35.7819237","-078.5438023","1","5252","1633","221","1090","3115","344","703","36","120","664"
"37","183","053003","1","371830530031",Block Group 1,G5030,S,"4600171","22695","+35.7536352","-078.7437962","1","4646","2289","379","3024","903","588","131","36","458","158"
"37","183","052506","1","371830525061",Block Group 1,G5030,S,"1804554","0","+35.8537708","-078.6860954","1","1682","777","578","1561","65","56","0","138","163","0"
"37","183","053415","1","371830534151",Block Group 1,G5030,S,"4720487","0","+35.7464381","-078.8829813","1","4002","1310","331","3313","61","501","127","36","119","696"
"37","135","011602","1","371350116021",Block Group 1,G5030,S,"378831","0","+35.9064918","-079.0431012","1","1617","0","0","1230","143","160","84","0","0","139"
"37","135","011700","2","371350117002",Block Group 2,G5030,S,"1919548","1179","+35.8990550","-079.0578981","1","2485","788","131","2043","165","156","121","55","308","201"
"37","183","053004","1","371830530041",Block Group 1,G5030,S,"1641962","66316","+35.7352704","-078.7718380","1","1481","654","372","1307","16","112","46","22","109","19"
"37","183","053201","2","371830532012",Block Group 2,G5030,S,"12709725","75371","+35.6788177","-078.7685981","1","4784","1571","499","4171","266","108","239","41","169","240"
"37","183","053109","1","371830531091",Block Group 1,G5030,S,"18331833","228918","+35.6115558","-078.7480074","1","7806","2471","916","6710","372","161","563","17","225","641"
"37","183","053202","2","371830532022",Block Group 2,G5030,S,"4043548","416127","+35.6445687","-078.7908948","1","2067","708","285","1882","135","20","30","0","49","99"
"37","183","053201","1","371830532011",Block Group 1,G5030,S,"13975533","0","+35.6470711","-078.7649574","1","7666","2351","559","6961","535","112","58","31","146","403"
"37","183","053206","1","371830532061",Block Group 1,G5030,S,"14466287","187930","+35.6148819","-078.8328307","1","5130","1657","480","3346","903","380","501","19","237","281"
"37","183","053204","1","371830532041",Block Group 1,G5030,S,"2280697","0","+35.6482269","-078.8368211","1","2605","1069","427","2024","391","29","161","137","331","198"
"37","183","053409","3","371830534093",Block Group 3,G5030,S,"2257546","7645","+35.7656395","-078.8499473","1","2220","751","176","1509","60","578","73","0","44","178"
"37","183","053420","1","371830534201",Block Group 1,G5030,S,"17737640","0","+35.6847757","-078.8533710","1","2913","943","259","2199","504","42","168","0","150","378"
"37","183","053207","2","371830532072",Block Group 2,G5030,S,"37871852","1399361","+35.6486269","-078.8916077","1","8233","2482","421","6980","481","170","602","0","118","692"
"37","183","053424","2","371830534242",Block Group 2,G5030,S,"1047516","0","+35.7761291","-078.8414678","1","1820","609","195","1499","109","127","85","0","34","120"
"37","183","053420","2","371830534202",Block Group 2,G5030,S,"11681729","0","+35.7006001","-078.8209524","1","4950","1764","228","2733","796","475","946","45","254","977"
"37","183","053411","1","371830534111",Block Group 1,G5030,S,"13514226","16538","+35.7990572","-078.9022951","1","7392","2209","329","3377","566","3150","299","23","153","381"
"37","183","053411","2","371830534112",Block Group 2,G5030,S,"5975304","11415","+35.7928409","-078.8855933","1","4521","1536","283","3149","324","840","208","75","140","195"
"37","183","053806","1","371830538061",Block Group 1,G5030,S,"6590449","80233","+35.9369198","-078.6528267","0","1931","720","425","1894","15","15","7","0","63","12"
"37","183","053414","2","371830534142",Block Group 2,G5030,S,"2693563","0","+35.7287391","-078.8674650","1","5131","1613","541","3739","746","317","329","69","317","581"
"37","183","053521","1","371830535211",Block Group 1,G5030,S,"6288765","5868","+35.8089553","-078.7485228","1","2215","740","260","1679","62","393","81","17","107","4"
"37","183","053803","2","371830538032",Block Group 2,G5030,S,"4311876","49098","+35.9477005","-078.6824222","0","1288","439","223","1250","27","0","11","0","9","70"
"37","183","053806","2","371830538062",Block Group 2,G5030,S,"3853837","130091","+35.9459300","-078.6194942","0","1051","365","139","978","15","33","25","0","29","0"
"37","183","053522","1","371830535221",Block Group 1,G5030,S,"2374619","17614","+35.8059839","-078.8049535","1","2340","954","347","1752","120","407","61","156","169","69"
"37","183","053709","1","371830537091",Block Group 1,G5030,S,"1502656","0","+35.8508971","-078.7174523","1","1435","791","66","919","116","171","229","72","54","252"
"37","183","053712","1","371830537121",Block Group 1,G5030,S,"1718918","0","+35.8993608","-078.6958938","1","1435","613","278","1298","32","45","60","0","67","47"
"37","183","053719","1","371830537191",Block Group 1,G5030,S,"1195719","0","+35.9235803","-078.7475217","0","2202","768","138","2000","83","48","71","8","45","80"
"37","183","053805","1","371830538051",Block Group 1,G5030,S,"6139736","1148610","+35.9564397","-078.6334615","0","1165","395","121","1089","24","29","23","0","22","34"
"37","183","053900","2","371830539002",Block Group 2,G5030,S,"21703770","2318661","+36.0166321","-078.6450858","0","2706","914","315","2437","77","0","192","0","105","253"
"37","183","054209","1","371830542091",Block Group 1,G5030,S,"8618184","0","+35.8990819","-078.5225638","1","8279","2832","613","4234","3017","342","686","31","228","829"
"37","135","011000","1","371350110001",Block Group 1,G5030,S,"8913079","74996","+36.0878941","-079.0820554","1","3608","1208","594","2976","181","107","344","0","98","128"
"37","135","011000","4","371350110004",Block Group 4,G5030,S,"1978997","42480","+36.0734078","-079.1124547","1","420","225","91","391","19","0","10","0","61","0"
"37","183","054013","4","371830540134",Block Group 4,G5030,S,"6000017","0","+35.9094408","-078.5686229","1","3029","1205","428","2710","129","0","190","186","216","248"
"37","183","053721","1","371830537211",Block Group 1,G5030,S,"7369931","0","+35.9143177","-078.7022810","1","1910","697","356","1648","95","39","128","11","59","50"
"37","183","054014","3","371830540143",Block Group 3,G5030,S,"2536837","0","+35.8783311","-078.5627823","1","2207","956","153","578","519","20","1090","37","400","1069"
"37","183","054016","2","371830540162",Block Group 2,G5030,S,"3936822","43495","+35.8911197","-078.5846903","1","2389","1024","432","2031","240","31","87","72","66","0"
"37","183","054013","1","371830540131",Block Group 1,G5030,S,"3867073","0","+35.9190679","-078.5843628","1","5411","2077","825","4296","489","192","434","54","202","235"
"37","183","054108","3","371830541083",Block Group 3,G5030,S,"7066240","0","+35.7933914","-078.4637582","1","2007","627","146","552","371","0","1084","13","144","990"
"37","183","054113","2","371830541132",Block Group 2,G5030,S,"13267154","183493","+35.8082956","-078.5015419","1","2171","911","101","853","1066","15","237","4","145","268"
"37","183","054210","2","371830542102",Block Group 2,G5030,S,"20146474","103913","+35.8971750","-078.4666079","1","4719","1432","564","2199","1828","61","631","0","141","397"
"37","183","054108","2","371830541082",Block Group 2,G5030,S,"10502749","135643","+35.7655593","-078.4389739","1","3918","1285","179","1634","1290","60","934","30","257","661"
"37","135","011000","5","371350110005",Block Group 5,G5030,S,"8542889","163214","+36.0709083","-079.1317187","1","1434","710","289","1234","46","80","74","50","204","83"
"37","135","011101","3","371350111013",Block Group 3,G5030,S,"8063152","32311","+36.0825938","-079.2219005","1","977","313","105","554","186","13","224","15","78","224"
"37","135","011202","1","371350112021",Block Group 1,G5030,S,"8359752","60695","+35.9569623","-079.0909264","1","4112","1449","377","2838","350","703","221","0","136","224"
"37","135","011202","3","371350112023",Block Group 3,G5030,S,"37169236","171249","+35.9837188","-079.1425784","0","2680","1072","358","2110","455","58","57","32","174","168"
"37","135","011203","2","371350112032",Block Group 2,G5030,S,"55377165","371789","+35.9234741","-079.2230844","0","2011","703","318","1828","0","170","13","12","113","344"
"37","135","011300","1","371350113001",Block Group 1,G5030,S,"1093320","295","+35.9187011","-079.0622576","1","3146","1112","127","2102","684","249","111","178","672","108"
"37","135","011400","1","371350114001",Block Group 1,G5030,S,"2737767","1262","+35.9272910","-079.0476791","1","1722","727","296","1296","77","225","124","12","204","108"
"37","135","011400","2","371350114002",Block Group 2,G5030,S,"531261","0","+35.9185393","-079.0536091","1","2096","640","42","1740","144","161","51","169","398","95"
"37","135","011500","1","371350115001",Block Group 1,G5030,S,"3749004","10602","+35.9173680","-079.0351010","1","1957","780","308","1619","116","134","88","59","160","153"
"37","135","012100","1","371350121001",Block Group 1,G5030,S,"2312019","21011","+35.9394433","-079.0111880","1","2749","1021","370","1434","753","467","95","141","222","21"
"37","135","010801","3","371350108013",Block Group 3,G5030,S,"37102989","353921","+36.1975782","-079.1116717","0","739","317","163","543","163","0","33","14","42","1"
"37","135","011101","5","371350111015",Block Group 5,G5030,S,"23915631","298415","+36.0987903","-079.1405759","1","1739","623","293","772","515","16","436","51","286","678"
"37","135","010801","1","371350108011",Block Group 1,G5030,S,"69762473","1130786","+36.2128560","-079.1929741","0","1081","410","188","827","166","3","85","12","89","168"
"37","135","010704","3","371350107043",Block Group 3,G5030,S,"15411384","337876","+35.8845127","-079.1088116","1","1916","706","367","1705","211","0","0","0","121","242"
"37","135","011101","2","371350111012",Block Group 2,G5030,S,"16020778","190363","+36.0984823","-079.1855208","1","1331","444","211","984","347","0","0","13","68","118"
"37","135","010901","1","371350109011",Block Group 1,G5030,S,"47027506","303559","+36.1107665","-079.0397079","1","2703","1019","590","2388","315","0","0","17","220","298"
"37","135","011901","2","371350119012",Block Group 2,G5030,S,"1750507","0","+35.9456103","-079.0450364","1","1364","681","196","866","331","136","31","46","177","19"
"37","135","011202","2","371350112022",Block Group 2,G5030,S,"31029406","206357","+35.9818880","-079.0896453","0","1386","620","365","1312","64","10","0","42","150","112"
"37","135","011204","2","371350112042",Block Group 2,G5030,S,"14429988","69449","+35.9723338","-079.0236753","1","1599","621","428","1432","0","167","0","0","35","0"
"37","135","010802","2","371350108022",Block Group 2,G5030,S,"74508280","389546","+36.1502281","-079.0351810","0","2965","1221","520","2847","79","17","22","0","172","146"
"37","135","010802","1","371350108021",Block Group 1,G5030,S,"73428460","301958","+36.2058105","-079.0090190","0","1915","794","401","1629","218","16","52","28","168","81"
"37","183","052806","4","371830528064",Block Group 4,G5030,S,"6441914","0","+35.7318957","-078.5350492","1","10040","3047","340","2373","6883","257","527","74","732","1545"
"37","183","053803","1","371830538031",Block Group 1,G5030,S,"7569792","25193","+35.9541983","-078.6961945","0","2358","801","294","1990","184","132","52","0","52","65"
"37","183","052707","3","371830527073",Block Group 3,G5030,S,"2763254","0","+35.8088070","-078.5716555","1","3361","1281","575","1233","1490","187","451","72","400","484"
"37","183","052808","4","371830528084",Block Group 4,G5030,S,"19028462","0","+35.6569093","-078.5814975","0","3944","1538","468","2550","1120","198","76","116","373","530"
"37","183","052902","2","371830529022",Block Group 2,G5030,S,"8645116","0","+35.6298670","-078.5983161","1","2152","804","308","1845","50","33","224","0","112","360"
"37","183","053005","1","371830530051",Block Group 1,G5030,S,"1439047","0","+35.7236997","-078.7631126","1","552","275","288","500","0","52","0","9","24","0"
"37","183","053007","1","371830530071",Block Group 1,G5030,S,"5016309","0","+35.7298425","-078.7376253","1","1332","408","197","1071","54","174","33","21","28","39"
"37","183","053007","2","371830530072",Block Group 2,G5030,S,"7997071","451736","+35.7133613","-078.7294404","0","1686","693","424","1644","0","42","0","0","16","14"
"37","183","053004","2","371830530042",Block Group 2,G5030,S,"1186769","274822","+35.7371235","-078.7635198","1","1456","621","234","1126","92","211","27","0","39","41"
"37","183","052904","2","371830529042",Block Group 2,G5030,S,"11756372","0","+35.6022680","-078.6713405","0","2604","918","287","2004","527","26","47","0","94","111"
"37","183","052902","1","371830529021",Block Group 1,G5030,S,"14857229","0","+35.6150893","-078.6214760","1","3847","1392","495","2891","651","0","305","77","265","900"
"37","183","052807","2","371830528072",Block Group 2,G5030,S,"19156931","32532","+35.7081463","-078.5597600","1","4261","1395","356","1599","2044","10","608","38","287","968"
"37","183","053416","1","371830534161",Block Group 1,G5030,S,"3968139","10190","+35.7525821","-078.8573700","1","2758","1150","261","2387","242","82","47","53","221","225"
"37","183","053418","1","371830534181",Block Group 1,G5030,S,"3089291","0","+35.7328126","-078.8371648","1","3367","1264","209","2449","138","342","438","0","168","17"
"37","183","053110","3","371830531103",Block Group 3,G5030,S,"9512931","0","+35.6038606","-078.7132482","1","1462","457","144","1200","235","0","27","0","60","113"
"37","183","053110","1","371830531101",Block Group 1,G5030,S,"11464891","14822","+35.6475720","-078.6787649","1","2676","858","248","1730","353","63","530","13","69","505"
"37","183","052904","1","371830529041",Block Group 1,G5030,S,"9083407","0","+35.6342228","-078.6553245","0","3373","1204","379","2350","519","128","376","14","228","604"
"37","183","054105","5","371830541055",Block Group 5,G5030,S,"2136236","0","+35.8297187","-078.5469286","1","1229","323","147","827","114","0","288","0","28","288"
"37","183","053008","2","371830530082",Block Group 2,G5030,S,"12332854","183041","+35.7423228","-078.7154778","1","2203","763","190","1441","356","120","286","27","213","357"
"37","183","054104","3","371830541043",Block Group 3,G5030,S,"2249878","0","+35.8411758","-078.5569801","1","5405","1558","230","1524","2442","420","1019","15","279","882"
"37","183","054104","2","371830541042",Block Group 2,G5030,S,"2272694","0","+35.8411728","-078.5392413","1","3251","1096","211","1438","531","95","1187","51","250","1736"
"37","183","054105","2","371830541052",Block Group 2,G5030,S,"2292243","6376","+35.8087744","-078.5600613","1","2705","926","290","1483","1050","141","31","0","128","337"
"37","183","052404","1","371830524041",Block Group 1,G5030,S,"2094791","88971","+35.7707604","-078.7096537","1","2268","812","337","1906","183","106","73","22","160","205"
"37","183","054500","1","371830545001",Block Group 1,G5030,S,"2536365","0","+35.7599224","-078.6495263","1","1969","558","96","733","1125","0","111","0","239","231"
"37","183","052102","1","371830521021",Block Group 1,G5030,S,"3555187","2896","+35.7507683","-078.5987045","1","4720","1554","308","738","3491","101","390","89","439","959"
